Vaccine,Geography Type,Geography,Survey Year/Influenza Season,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Tdap,States,Oklahoma,2017,Age,25-34 Years,75.6,71.1 to 79.7,795
Tdap,States,Pennsylvania,2017,Age,25-34 Years,80.7,77.1 to 84.0,721
Tdap,National,United States,2017,Age,25-34 Years,77.4,76.3 to 78.5,11209
Tdap,States,Utah,2017,Age,25-34 Years,79.2,75.3 to 82.8,776
Tdap,States,Vermont,2017,Age,25-34 Years,84.0,80.4 to 87.2,526
Tdap,States,Virginia,2017,Age,25-34 Years,77.0,70.9 to 82.4,608
Tdap,States,Washington,2017,Age,25-34 Years,84.5,80.8 to 87.7,701
Tdap,States,Wisconsin,2017,Age,25-34 Years,81.1,76.6 to 85.1,673
Tdap,States,Arkansas,2018,Age,25-34 Years,62.7,55.3 to 69.7,397
Tdap,States,Colorado,2018,Age,25-34 Years,81.3,77.8 to 84.5,632
Tdap,States,Delaware,2018,Age,25-34 Years,77.4,73.0 to 81.4,443
Tdap,States,Iowa,2018,Age,25-34 Years,85.9,80.2 to 90.5,446
Tdap,States,Louisiana,2018,Age,25-34 Years,65.3,60.1 to 70.3,403
Tdap,States,Massachusetts,2018,Age,25-34 Years,90.0,87.0 to 92.5,812
Tdap,States,Michigan,2018,Age,25-34 Years,75.5,72.2 to 78.6,1034
Tdap,States,Minnesota,2018,Age,25-34 Years,87.9,85.0 to 90.4,766
Tdap,States,Mississippi,2018,Age,25-34 Years,60.1,55.0 to 65.1,559
Tdap,States,Missouri,2018,Age,25-34 Years,80.0,75.9 to 83.7,533
Tdap,States,Montana,2018,Age,25-34 Years,80.0,76.0 to 83.6,446
Tdap,States,Nebraska,2018,Age,25-34 Years,87.2,83.2 to 90.5,694
Tdap,States,New Hampshire,2018,Age,25-34 Years,88.0,83.7 to 91.5,378
Tdap,States,New York,2018,Age,25-34 Years,74.0,70.2 to 77.5,1086
Tdap,States,NY-City of New York,2018,Age,25-34 Years,70.7,66.4 to 74.7,692
Tdap,States,NY-Rest of state,2018,Age,25-34 Years,76.9,70.6 to 82.4,394
Tdap,States,Oklahoma,2018,Age,25-34 Years,75.3,70.4 to 79.8,693
Tdap,States,Pennsylvania,2018,Age,25-34 Years,76.8,72.5 to 80.7,575
Tdap,National,United States,2018,Age,25-34 Years,78.2,77.1 to 79.3,12921
Tdap,States,Utah,2018,Age,25-34 Years,81.2,77.2 to 84.8,645
Tdap,States,Vermont,2018,Age,25-34 Years,86.7,83.4 to 89.5,522
Tdap,States,Virginia,2018,Age,25-34 Years,75.7,69.4 to 81.2,647
Tdap,States,Washington,2018,Age,25-34 Years,83.4,79.3 to 87.0,642
Tdap,States,Wisconsin,2018,Age,25-34 Years,81.2,76.4 to 85.4,568
Tdap,States,Arkansas,2019,Age,25-34 Years,75.5,68.9 to 81.3,441
Tdap,States,Colorado,2019,Age,25-34 Years,80.8,76.8 to 84.3,623
Tdap,States,Delaware,2019,Age,25-34 Years,84.8,81.2 to 88.0,522
Tdap,States,Hawaii,2019,Age,25-34 Years,76.9,69.5 to 83.2,313
Tdap,States,Iowa,2019,Age,25-34 Years,85.8,80.2 to 90.3,435
Tdap,States,Louisiana,2019,Age,25-34 Years,71.1,66.1 to 75.7,539
Tdap,States,Massachusetts,2019,Age,25-34 Years,90.2,87.4 to 92.5,930
Tdap,States,Michigan,2019,Age,25-34 Years,73.9,70.1 to 77.4,770
Tdap,States,Minnesota,2019,Age,25-34 Years,84.3,80.3 to 87.7,591
Tdap,States,Mississippi,2019,Age,25-34 Years,60.8,55.9 to 65.5,604
Tdap,States,Missouri,2019,Age,25-34 Years,83.9,80.7 to 86.8,956
Tdap,States,Montana,2019,Age,25-34 Years,81.7,77.6 to 85.4,403
Tdap,States,Nebraska,2019,Age,25-34 Years,90.1,87.2 to 92.5,863
Tdap,States,New Hampshire,2019,Age,25-34 Years,87.4,83.0 to 91.0,427
Tdap,States,New York,2019,Age,25-34 Years,76.0,72.4 to 79.3,1028
Tdap,States,NY-City of New York,2019,Age,25-34 Years,68.7,64.3 to 72.9,597
Tdap,States,NY-Rest of state,2019,Age,25-34 Years,81.3,75.8 to 86.0,431
Tdap,States,Pennsylvania,2019,Age,25-34 Years,86.8,83.0 to 90.0,671
Tdap,National,United States,2019,Age,25-34 Years,80.5,79.4 to 81.5,13285
Tdap,States,Utah,2019,Age,25-34 Years,82.3,78.9 to 85.3,1030
Tdap,States,Vermont,2019,Age,25-34 Years,89.1,86.0 to 91.7,484
Tdap,States,Virginia,2019,Age,25-34 Years,78.0,71.7 to 83.5,552
Tdap,States,Washington,2019,Age,25-34 Years,85.5,81.9 to 88.6,634
Tdap,States,Wisconsin,2019,Age,25-34 Years,80.3,75.0 to 84.9,469
Tdap,States,Arkansas,2020,Age,25-34 Years,79.2,73.0 to 84.5,436
Tdap,States,Colorado,2020,Age,25-34 Years,76.9,72.7 to 80.7,578
Tdap,States,Delaware,2020,Age,25-34 Years,79.3,75.1 to 83.1,487
Tdap,States,Hawaii,2020,Age,25-34 Years,78.5,74.1 to 82.5,624
Tdap,States,Iowa,2020,Age,25-34 Years,88.6,84.2 to 92.1,419
Tdap,States,Louisiana,2020,Age,25-34 Years,66.6,61.4 to 71.5,378
Tdap,States,Massachusetts,2020,Age,25-34 Years,89.0,85.6 to 91.8,757
Tdap,States,Michigan,2020,Age,25-34 Years,73.8,70.1 to 77.2,799
Tdap,States,Minnesota,2020,Age,25-34 Years,87.2,82.0 to 91.3,368
Tdap,States,Mississippi,2020,Age,25-34 Years,61.5,55.7 to 67.1,462
Tdap,States,Missouri,2020,Age,25-34 Years,78.6,74.4 to 82.4,542
Tdap,States,Montana,2020,Age,25-34 Years,81.9,77.2 to 86.0,372
Tdap,States,Nebraska,2020,Age,25-34 Years,88.2,85.1 to 90.9,820
Tdap,States,New Hampshire,2020,Age,25-34 Years,92.1,88.3 to 95.0,383
Tdap,States,NY-City of New York,2020,Age,25-34 Years,71.7,67.1 to 76.0,587
Tdap,States,Pennsylvania,2020,Age,25-34 Years,84.3,81.0 to 87.2,702
Tdap,National,United States,2020,Age,25-34 Years,80.5,79.5 to 81.5,12108
Tdap,States,Utah,2020,Age,25-34 Years,82.1,78.7 to 85.1,799
Tdap,States,Vermont,2020,Age,25-34 Years,85.8,82.2 to 88.9,474
Tdap,States,Virginia,2020,Age,25-34 Years,84.3,78.5 to 89.1,524
Tdap,States,Washington,2020,Age,25-34 Years,84.6,80.7 to 88.0,673
Tdap,States,Wisconsin,2020,Age,25-34 Years,83.1,79.1 to 86.6,924
Tdap,States,Colorado,2012,Age,≥35 Years,24.9,16.6 to 34.8,197
Tdap,States,Delaware,2012,Age,≥35 Years,8.5,4.4 to 14.6,140
Tdap,States,Illinois,2012,Age,≥35 Years,19.0,13.0 to 26.2,173
Tdap,States,Missouri,2012,Age,≥35 Years,17.7,9.0 to 29.8,73
Tdap,States,Oklahoma,2012,Age,≥35 Years,NR*,NR*,149
Tdap,States,Pennsylvania,2012,Age,≥35 Years,NR*,NR*,115
Tdap,National,United States,2012,Age,≥35 Years,15.7,12.7 to 19.1,1197
Tdap,States,Rhode Island,2012,Age,≥35 Years,21.4,15.7 to 28.0,190
Tdap,States,Wisconsin,2012,Age,≥35 Years,13.8,6.9 to 23.7,160
Tdap,States,Colorado,2013,Age,≥35 Years,50.8,42.1 to 59.5,268
Tdap,States,Delaware,2013,Age,≥35 Years,30.8,22.9 to 39.6,142
Tdap,States,Illinois,2013,Age,≥35 Years,27.1,20.8 to 34.1,220
Tdap,States,Missouri,2013,Age,≥35 Years,25.7,17.3 to 35.7,126
Tdap,States,New York,2013,Age,≥35 Years,25.4,17.5 to 34.7,179
Tdap,States,NY-Rest of state,2013,Age,≥35 Years,25.4,17.5 to 34.7,179
Tdap,States,Oklahoma,2013,Age,≥35 Years,23.9,13.0 to 38.0,197
Tdap,States,Pennsylvania,2013,Age,≥35 Years,28.3,20.6 to 37.1,156
Tdap,National,United States,2013,Age,≥35 Years,30.9,27.6 to 34.3,1630
Tdap,States,Rhode Island,2013,Age,≥35 Years,46.9,39.6 to 54.3,220
Tdap,States,Wisconsin,2013,Age,≥35 Years,41.0,27.3 to 55.8,122
Tdap,States,Delaware,2014,Age,≥35 Years,42.2,33.2 to 51.6,129
Tdap,States,Illinois,2014,Age,≥35 Years,51.1,44.1 to 58.1,242
Tdap,States,Missouri,2014,Age,≥35 Years,40.5,30.8 to 50.8,127
Tdap,States,New York,2014,Age,≥35 Years,43.5,33.7 to 53.7,179
Tdap,States,NY-Rest of state,2014,Age,≥35 Years,43.5,33.7 to 53.7,179
Tdap,States,Oklahoma,2014,Age,≥35 Years,24.1,13.1 to 38.3,174
Tdap,States,Pennsylvania,2014,Age,≥35 Years,45.9,37.3 to 54.7,182
Tdap,National,United States,2014,Age,≥35 Years,47.0,43.1 to 51.0,1385
Tdap,States,Rhode Island,2014,Age,≥35 Years,64.0,56.6 to 71.0,210
Tdap,States,Wisconsin,2014,Age,≥35 Years,59.8,46.6 to 72.0,142
Tdap,States,Colorado,2015,Age,≥35 Years,74.0,66.5 to 80.6,316
Tdap,States,Delaware,2015,Age,≥35 Years,59.4,50.7 to 67.7,148
Tdap,States,Illinois,2015,Age,≥35 Years,53.4,46.6 to 60.1,267
Tdap,States,Missouri,2015,Age,≥35 Years,53.4,42.6 to 64.0,119
Tdap,States,New Mexico,2015,Age,≥35 Years,53.7,45.3 to 62.0,146
Tdap,States,New York,2015,Age,≥35 Years,56.2,50.5 to 61.8,474
Tdap,States,NY-City of New York,2015,Age,≥35 Years,60.8,54.5 to 66.8,298
Tdap,States,NY-Rest of state,2015,Age,≥35 Years,50.4,40.1 to 60.6,176
Tdap,States,Oklahoma,2015,Age,≥35 Years,49.4,37.3 to 61.6,221
Tdap,States,Pennsylvania,2015,Age,≥35 Years,68.9,59.8 to 77.0,154
Tdap,National,United States,2015,Age,≥35 Years,55.9,52.4 to 59.3,2332
Tdap,States,Texas,2015,Age,≥35 Years,46.5,37.3 to 55.8,187
Tdap,States,Virginia,2015,Age,≥35 Years,61.5,50.1 to 72.1,138
Tdap,States,Wisconsin,2015,Age,≥35 Years,67.5,56.3 to 77.4,162
Tdap,States,Arkansas,2016,Age,≥35 Years,71.6,55.2 to 84.7,79
Tdap,States,Colorado,2016,Age,≥35 Years,77.8,71.2 to 83.5,325
Tdap,States,Delaware,2016,Age,≥35 Years,73.2,65.0 to 80.4,159
Tdap,States,Hawaii,2016,Age,≥35 Years,68.3,59.3 to 76.4,217
Tdap,States,Iowa,2016,Age,≥35 Years,85.0,73.6 to 92.8,116
Tdap,States,Louisiana,2016,Age,≥35 Years,63.7,52.2 to 74.1,85
Tdap,States,Massachusetts,2016,Age,≥35 Years,88.5,83.5 to 92.4,314
Tdap,States,Michigan,2016,Age,≥35 Years,63.9,56.3 to 71.0,248
Tdap,States,Missouri,2016,Age,≥35 Years,64.8,54.3 to 74.4,134
Tdap,States,Nebraska,2016,Age,≥35 Years,84.8,77.9 to 90.2,193
Tdap,States,New Hampshire,2016,Age,≥35 Years,84.4,74.3 to 91.7,98
Tdap,States,New York,2016,Age,≥35 Years,64.3,59.2 to 69.1,563
Tdap,States,NY-City of New York,2016,Age,≥35 Years,67.1,61.4 to 72.4,343
Tdap,States,NY-Rest of state,2016,Age,≥35 Years,61.4,52.6 to 69.7,220
Tdap,States,Oklahoma,2016,Age,≥35 Years,56.6,45.6 to 67.2,186
Tdap,States,Pennsylvania,2016,Age,≥35 Years,75.2,67.0 to 82.2,178
Tdap,National,United States,2016,Age,≥35 Years,71.6,69.3 to 73.8,4083
Tdap,States,Texas,2016,Age,≥35 Years,69.5,61.4 to 76.8,261
Tdap,States,Utah,2016,Age,≥35 Years,74.4,66.2 to 81.5,214
Tdap,States,Vermont,2016,Age,≥35 Years,75.4,68.2 to 81.7,186
Tdap,States,Virginia,2016,Age,≥35 Years,69.5,57.0 to 80.2,124
Tdap,States,Washington,2016,Age,≥35 Years,79.3,71.7 to 85.6,239
Tdap,States,Wisconsin,2016,Age,≥35 Years,82.2,72.3 to 89.7,164
Tdap,States,Colorado,2017,Age,≥35 Years,63.6,56.1 to 70.7,203
Tdap,States,Delaware,2017,Age,≥35 Years,78.0,70.0 to 84.7,135
Tdap,States,Iowa,2017,Age,≥35 Years,91.7,81.9 to 97.2,134
Tdap,States,Louisiana,2017,Age,≥35 Years,73.7,63.9 to 82.1,104
Tdap,States,Massachusetts,2017,Age,≥35 Years,90.6,85.9 to 94.1,332
Tdap,States,Michigan,2017,Age,≥35 Years,62.4,54.7 to 69.6,270
Tdap,States,Missouri,2017,Age,≥35 Years,75.1,66.0 to 82.8,151
Tdap,States,Montana,2017,Age,≥35 Years,72.1,64.0 to 79.2,147
Tdap,States,New Hampshire,2017,Age,≥35 Years,81.7,70.8 to 89.8,114
Tdap,States,New York,2017,Age,≥35 Years,70.0,64.9 to 74.8,550
Tdap,States,NY-City of New York,2017,Age,≥35 Years,68.3,62.6 to 73.6,344
Tdap,States,NY-Rest of state,2017,Age,≥35 Years,71.9,62.9 to 79.8,206
Tdap,States,Oklahoma,2017,Age,≥35 Years,66.5,52.8 to 78.4,122
Tdap,States,Pennsylvania,2017,Age,≥35 Years,72.5,64.4 to 79.6,199
Tdap,National,United States,2017,Age,≥35 Years,73.6,71.4 to 75.7,3441
Tdap,States,Utah,2017,Age,≥35 Years,70.9,61.7 to 79.0,216
Tdap,States,Vermont,2017,Age,≥35 Years,87.5,81.6 to 92.0,173
Tdap,States,Virginia,2017,Age,≥35 Years,76.7,66.2 to 85.2,217
Tdap,States,Washington,2017,Age,≥35 Years,82.7,75.7 to 88.4,220
Tdap,States,Wisconsin,2017,Age,≥35 Years,64.3,52.1 to 75.2,154
Tdap,States,Arkansas,2018,Age,≥35 Years,NR*,NR*,96
Tdap,States,Colorado,2018,Age,≥35 Years,77.4,70.4 to 83.5,224
Tdap,States,Delaware,2018,Age,≥35 Years,81.5,74.3 to 87.4,157
Tdap,States,Iowa,2018,Age,≥35 Years,79.6,67.2 to 88.9,124
Tdap,States,Louisiana,2018,Age,≥35 Years,63.4,53.3 to 72.7,119
Tdap,States,Massachusetts,2018,Age,≥35 Years,90.2,84.9 to 94.1,312
Tdap,States,Michigan,2018,Age,≥35 Years,66.6,58.6 to 74.0,240
Tdap,States,Minnesota,2018,Age,≥35 Years,85.3,78.9 to 90.4,228
Tdap,States,Mississippi,2018,Age,≥35 Years,49.9,38.3 to 61.5,116
Tdap,States,Missouri,2018,Age,≥35 Years,75.6,65.5 to 84.0,119
Tdap,States,Montana,2018,Age,≥35 Years,69.3,59.8 to 77.7,112
Tdap,States,Nebraska,2018,Age,≥35 Years,82.0,73.1 to 88.9,200
Tdap,States,New Hampshire,2018,Age,≥35 Years,91.8,84.1 to 96.5,114
Tdap,States,New York,2018,Age,≥35 Years,70.4,65.3 to 75.2,590
Tdap,States,NY-City of New York,2018,Age,≥35 Years,69.6,63.7 to 75.1,394
Tdap,States,NY-Rest of state,2018,Age,≥35 Years,71.2,62.4 to 78.9,196
Tdap,States,Oklahoma,2018,Age,≥35 Years,71.3,57.5 to 82.7,135
Tdap,States,Pennsylvania,2018,Age,≥35 Years,77.5,69.1 to 84.6,171
Tdap,National,United States,2018,Age,≥35 Years,74.9,72.9 to 76.8,4052
Tdap,States,Utah,2018,Age,≥35 Years,72.2,63.7 to 79.7,200
Tdap,States,Vermont,2018,Age,≥35 Years,82.4,75.7 to 87.9,180
Tdap,States,Virginia,2018,Age,≥35 Years,69.9,59.2 to 79.2,238
Tdap,States,Washington,2018,Age,≥35 Years,82.6,75.6 to 88.3,240
Tdap,States,Wisconsin,2018,Age,≥35 Years,76.3,65.4 to 85.1,137
Tdap,States,Arkansas,2019,Age,≥35 Years,62.7,47.8 to 76.0,116
Tdap,States,Colorado,2019,Age,≥35 Years,78.8,70.6 to 85.6,205
Tdap,States,Delaware,2019,Age,≥35 Years,71.5,64.2 to 78.1,193
Tdap,States,Hawaii,2019,Age,≥35 Years,71.8,61.0 to 81.0,167
Tdap,States,Iowa,2019,Age,≥35 Years,84.9,73.8 to 92.6,119
Tdap,States,Louisiana,2019,Age,≥35 Years,67.7,57.1 to 77.1,161
Tdap,States,Massachusetts,2019,Age,≥35 Years,89.7,85.1 to 93.3,431
Tdap,States,Michigan,2019,Age,≥35 Years,69.6,61.3 to 77.0,204
Tdap,States,Minnesota,2019,Age,≥35 Years,83.9,76.2 to 89.9,181
Tdap,States,Mississippi,2019,Age,≥35 Years,53.5,42.0 to 64.7,137
Tdap,States,Missouri,2019,Age,≥35 Years,80.4,72.9 to 86.6,258
Tdap,States,Montana,2019,Age,≥35 Years,75.0,66.5 to 82.3,126
Tdap,States,Nebraska,2019,Age,≥35 Years,84.2,76.6 to 90.1,227
Tdap,States,New Hampshire,2019,Age,≥35 Years,88.4,80.4 to 94.0,135
Tdap,States,New York,2019,Age,≥35 Years,70.5,65.3 to 75.3,538
Tdap,States,NY-City of New York,2019,Age,≥35 Years,68.4,62.6 to 73.8,360
Tdap,States,NY-Rest of state,2019,Age,≥35 Years,72.9,63.6 to 81.0,178
Tdap,States,Pennsylvania,2019,Age,≥35 Years,83.9,73.6 to 91.4,215
Tdap,National,United States,2019,Age,≥35 Years,77.6,75.6 to 79.5,4447
Tdap,States,Utah,2019,Age,≥35 Years,72.6,64.5 to 79.8,270
Tdap,States,Vermont,2019,Age,≥35 Years,87.8,81.5 to 92.5,153
Tdap,States,Virginia,2019,Age,≥35 Years,81.6,71.8 to 89.1,224
Tdap,States,Washington,2019,Age,≥35 Years,84.9,78.9 to 89.7,254
Tdap,States,Wisconsin,2019,Age,≥35 Years,72.6,60.9 to 82.4,133
Tdap,States,Arkansas,2020,Age,≥35 Years,67.5,53.1 to 79.8,94
Tdap,States,Colorado,2020,Age,≥35 Years,74.7,67.0 to 81.4,199
Tdap,States,Delaware,2020,Age,≥35 Years,84.5,77.7 to 89.9,173
Tdap,States,Hawaii,2020,Age,≥35 Years,77.1,70.5 to 82.8,300
Tdap,States,Iowa,2020,Age,≥35 Years,80.4,67.2 to 90.0,105
Tdap,States,Louisiana,2020,Age,≥35 Years,71.2,61.0 to 80.0,97
Tdap,States,Massachusetts,2020,Age,≥35 Years,91.7,87.2 to 95.0,381
Tdap,States,Michigan,2020,Age,≥35 Years,70.7,62.1 to 78.4,183
Tdap,States,Minnesota,2020,Age,≥35 Years,89.6,78.2 to 96.3,104
Tdap,States,Mississippi,2020,Age,≥35 Years,64.3,50.3 to 76.7,98
Tdap,States,Missouri,2020,Age,≥35 Years,83.4,75.9 to 89.3,155
Tdap,States,Montana,2020,Age,≥35 Years,69.3,58.9 to 78.4,111
Tdap,States,Nebraska,2020,Age,≥35 Years,83.4,75.3 to 89.7,225
Tdap,States,New Hampshire,2020,Age,≥35 Years,87.9,79.9 to 93.6,157
Tdap,States,NY-City of New York,2020,Age,≥35 Years,67.8,61.1 to 74.0,318
Tdap,States,Pennsylvania,2020,Age,≥35 Years,80.6,74.2 to 86.0,248
Tdap,National,United States,2020,Age,≥35 Years,78.7,76.8 to 80.5,4108
Tdap,States,Utah,2020,Age,≥35 Years,74.7,66.6 to 81.7,203
Tdap,States,Vermont,2020,Age,≥35 Years,84.3,78.2 to 89.3,189
Tdap,States,Virginia,2020,Age,≥35 Years,78.4,68.7 to 86.3,232
Tdap,States,Washington,2020,Age,≥35 Years,82.1,75.7 to 87.4,282
Tdap,States,Wisconsin,2020,Age,≥35 Years,80.8,72.5 to 87.5,254
Tdap,States,Colorado,2012,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Tdap,States,Delaware,2012,Race/Ethnicity ,"Black, Non-Hispanic",11.2,7.0 to 16.7,199
Tdap,States,Illinois,2012,Race/Ethnicity ,"Black, Non-Hispanic",18.8,10.6 to 29.6,99
Tdap,States,Missouri,2012,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,93
Tdap,States,Oklahoma,2012,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,127
Tdap,States,Pennsylvania,2012,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,77
Tdap,National,United States,2012,Race/Ethnicity ,"Black, Non-Hispanic",15.9,11.7 to 20.9,1239
Tdap,States,Rhode Island,2012,Race/Ethnicity ,"Black, Non-Hispanic",26.8,16.2 to 39.8,66
Tdap,States,Wisconsin,2012,Race/Ethnicity ,"Black, Non-Hispanic",17.7,14.2 to 21.7,555
Tdap,States,Colorado,2013,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,45
Tdap,States,Delaware,2013,Race/Ethnicity ,"Black, Non-Hispanic",21.8,16.0 to 28.6,216
Tdap,States,Illinois,2013,Race/Ethnicity ,"Black, Non-Hispanic",31.1,22.6 to 40.6,174
Tdap,States,Missouri,2013,Race/Ethnicity ,"Black, Non-Hispanic",29.0,19.8 to 39.7,128
Tdap,States,New York,2013,Race/Ethnicity ,"Black, Non-Hispanic",19.9,9.2 to 35.1,140
Tdap,States,NY-Rest of state,2013,Race/Ethnicity ,"Black, Non-Hispanic",19.9,9.2 to 35.1,140
Tdap,States,Oklahoma,2013,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,114
Tdap,States,Pennsylvania,2013,Race/Ethnicity ,"Black, Non-Hispanic",30.9,21.1 to 42.2,115
Tdap,National,United States,2013,Race/Ethnicity ,"Black, Non-Hispanic",29.8,25.4 to 34.4,1530
Tdap,States,Rhode Island,2013,Race/Ethnicity ,"Black, Non-Hispanic",52.0,36.9 to 66.8,74
Tdap,States,Wisconsin,2013,Race/Ethnicity ,"Black, Non-Hispanic",32.3,27.7 to 37.2,524
Tdap,States,Delaware,2014,Race/Ethnicity ,"Black, Non-Hispanic",41.1,33.4 to 49.1,190
Tdap,States,Illinois,2014,Race/Ethnicity ,"Black, Non-Hispanic",34.8,26.7 to 43.6,190
Tdap,States,Missouri,2014,Race/Ethnicity ,"Black, Non-Hispanic",48.1,37.8 to 58.5,148
Tdap,States,New York,2014,Race/Ethnicity ,"Black, Non-Hispanic",32.7,19.5 to 48.2,86
Tdap,States,NY-Rest of state,2014,Race/Ethnicity ,"Black, Non-Hispanic",32.7,19.5 to 48.2,86
Tdap,States,Oklahoma,2014,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,141
Tdap,States,Pennsylvania,2014,Race/Ethnicity ,"Black, Non-Hispanic",40.1,28.9 to 52.1,108
Tdap,National,United States,2014,Race/Ethnicity ,"Black, Non-Hispanic",39.7,35.2 to 44.4,1455
Tdap,States,Rhode Island,2014,Race/Ethnicity ,"Black, Non-Hispanic",69.1,55.0 to 81.0,65
Tdap,States,Wisconsin,2014,Race/Ethnicity ,"Black, Non-Hispanic",51.4,46.3 to 56.5,527
Tdap,States,Colorado,2015,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,45
Tdap,States,Delaware,2015,Race/Ethnicity ,"Black, Non-Hispanic",48.0,40.3 to 55.7,191
Tdap,States,Illinois,2015,Race/Ethnicity ,"Black, Non-Hispanic",40.1,32.8 to 47.8,234
Tdap,States,Missouri,2015,Race/Ethnicity ,"Black, Non-Hispanic",45.3,34.1 to 56.9,122
Tdap,States,New Mexico,2015,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Tdap,States,New York,2015,Race/Ethnicity ,"Black, Non-Hispanic",53.0,45.4 to 60.5,282
Tdap,States,NY-City of New York,2015,Race/Ethnicity ,"Black, Non-Hispanic",57.8,49.9 to 65.4,207
Tdap,States,NY-Rest of state,2015,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,75
Tdap,States,Oklahoma,2015,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,140
Tdap,States,Pennsylvania,2015,Race/Ethnicity ,"Black, Non-Hispanic",53.5,41.8 to 64.9,122
Tdap,National,United States,2015,Race/Ethnicity ,"Black, Non-Hispanic",50.1,46.9 to 53.3,2126
Tdap,States,Texas,2015,Race/Ethnicity ,"Black, Non-Hispanic",44.7,39.0 to 50.5,307
Tdap,States,Virginia,2015,Race/Ethnicity ,"Black, Non-Hispanic",67.6,56.0 to 77.8,141
Tdap,States,Wisconsin,2015,Race/Ethnicity ,"Black, Non-Hispanic",56.8,51.7 to 61.8,530
Tdap,States,Arkansas,2016,Race/Ethnicity ,"Black, Non-Hispanic",59.6,46.5 to 71.8,218
Tdap,States,Colorado,2016,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,31
Tdap,States,Delaware,2016,Race/Ethnicity ,"Black, Non-Hispanic",62.1,54.2 to 69.6,198
Tdap,States,Hawaii,2016,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Tdap,States,Iowa,2016,Race/Ethnicity ,"Black, Non-Hispanic",76.5,71.0 to 81.4,274
Tdap,States,Louisiana,2016,Race/Ethnicity ,"Black, Non-Hispanic",66.2,61.3 to 70.9,393
Tdap,States,Massachusetts,2016,Race/Ethnicity ,"Black, Non-Hispanic",84.4,79.1 to 88.8,246
Tdap,States,Michigan,2016,Race/Ethnicity ,"Black, Non-Hispanic",59.6,55.7 to 63.5,694
Tdap,States,Missouri,2016,Race/Ethnicity ,"Black, Non-Hispanic",76.2,66.2 to 84.5,128
Tdap,States,Nebraska,2016,Race/Ethnicity ,"Black, Non-Hispanic",81.4,73.8 to 87.6,137
Tdap,States,New Hampshire,2016,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Tdap,States,New York,2016,Race/Ethnicity ,"Black, Non-Hispanic",57.8,50.8 to 64.6,308
Tdap,States,NY-City of New York,2016,Race/Ethnicity ,"Black, Non-Hispanic",56.0,48.5 to 63.3,230
Tdap,States,NY-Rest of state,2016,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,78
Tdap,States,Oklahoma,2016,Race/Ethnicity ,"Black, Non-Hispanic",58.1,52.9 to 63.2,369
Tdap,States,Pennsylvania,2016,Race/Ethnicity ,"Black, Non-Hispanic",75.2,64.0 to 84.4,114
Tdap,National,United States,2016,Race/Ethnicity ,"Black, Non-Hispanic",65.9,62.9 to 68.8,4100
Tdap,States,Texas,2016,Race/Ethnicity ,"Black, Non-Hispanic",63.0,52.8 to 72.4,209
Tdap,States,Utah,2016,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Tdap,States,Virginia,2016,Race/Ethnicity ,"Black, Non-Hispanic",64.4,51.7 to 75.8,135
Tdap,States,Washington,2016,Race/Ethnicity ,"Black, Non-Hispanic",83.1,76.4 to 88.6,172
Tdap,States,Wisconsin,2016,Race/Ethnicity ,"Black, Non-Hispanic",73.4,67.8 to 78.5,438
Tdap,States,Colorado,2017,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Tdap,States,Delaware,2017,Race/Ethnicity ,"Black, Non-Hispanic",69.3,61.9 to 76.0,200
Tdap,States,Iowa,2017,Race/Ethnicity ,"Black, Non-Hispanic",77.0,71.8 to 81.6,300
Tdap,States,Louisiana,2017,Race/Ethnicity ,"Black, Non-Hispanic",53.5,48.2 to 58.8,395
Tdap,States,Massachusetts,2017,Race/Ethnicity ,"Black, Non-Hispanic",84.1,79.2 to 88.3,267
Tdap,States,Michigan,2017,Race/Ethnicity ,"Black, Non-Hispanic",57.9,54.0 to 61.7,761
Tdap,States,Missouri,2017,Race/Ethnicity ,"Black, Non-Hispanic",78.0,68.3 to 85.9,146
Tdap,States,Montana,2017,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Tdap,States,New Hampshire,2017,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Tdap,States,New York,2017,Race/Ethnicity ,"Black, Non-Hispanic",61.8,54.6 to 68.7,282
